source_id,title,current_path,path_at_commit,source_kind,file_format,tracked_state,branch_or_ref,commit_hash,git_first_seen,git_last_changed,filesystem_modified_time,historical_date_claim,date_confidence,sha256,size_bytes,version_label,previous_version,next_version,related_files,confidentiality,contains_personal_data,full_read_status,full_read_date,readable,access_problem,historical_relevance,can_prove,cannot_prove,candidate_topics,reviewer_notes
SRC-034,[Next-5] TID V1.0：启动及批次刷新后自动应用「最近没看过」筛选并点击首位候选人,docs/tid/next/Issue-Next-5-batch-filter-first-candidate-TID-V1.0.md,docs/tid/next/Issue-Next-5-batch-filter-first-candidate-TID-V1.0.md,tid,md,untracked,main,,,,2026-07-03T00:06:01.879Z,,unknown,e3cff944e897b1020121d9a2e9b4058227e625bfbd617a5b052b415af6955367,29938,V1.0,,SRC-035,"[""docs/Issue-Next-5-batch-filter-first-candidate-acceptance-report.md"",""docs/tid/next/Issue-Next-5-batch-filter-first-candidate-TID-V1.1.md""]",internal,false,fully_read,2026-07-25,true,,critical,"[""当时记录的目标、非目标、设计意图、风险与计划验收条件""]","[""最终代码是否按计划实现"",""自动化或人工验收是否通过"",""是否已进入发布""]","[""Next-5""]",设计四区域筛选归位、启动与批次边界接入、原子回退以及运行中失败安全停止。
SRC-035,[Next-5] TID V1.1：启动及批次刷新后自动应用「最近没看过」筛选并点击首位候选人,docs/tid/next/Issue-Next-5-batch-filter-first-candidate-TID-V1.1.md,docs/tid/next/Issue-Next-5-batch-filter-first-candidate-TID-V1.1.md,tid,md,untracked,main,,,,2026-07-03T00:12:08.169Z,,unknown,01e23f736d981bbeee07f16dc4d6d3d1e2f8b9a81d7301a74182a2a7daff7abb,22756,V1.1,SRC-034,,"[""docs/Issue-Next-5-batch-filter-first-candidate-acceptance-report.md"",""docs/tid/next/Issue-Next-5-batch-filter-first-candidate-TID-V1.0.md""]",internal,false,fully_read,2026-07-25,true,,critical,"[""当时记录的目标、非目标、设计意图、风险与计划验收条件""]","[""最终代码是否按计划实现"",""自动化或人工验收是否通过"",""是否已进入发布""]","[""Next-5""]",明确基于 V1.0 修订，补充启动准备不计时、首次 apply 失败不可回退、UI 事实与四段式 Change。
SRC-036,[Next-6][P2] TID V1.0：优化鼠标移动轨迹——贝塞尔路径、途中抖动与慢-快-慢三段变速,docs/tid/next/Issue-Next-6-human-mouse-motion-TID-V1.0.md,docs/tid/next/Issue-Next-6-human-mouse-motion-TID-V1.0.md,tid,md,untracked,main,,,,2026-07-03T14:08:58.540Z,,unknown,96bde547398761f0e8ac4f3826601c8293602b9adfc32d4bcc6e60fdc26ac14b,20885,V1.0,,,"[""docs/Issue-Next-6-human-mouse-motion-acceptance-report.md""]",internal,false,fully_read,2026-07-25,true,,critical,"[""当时记录的目标、非目标、设计意图、风险与计划验收条件""]","[""最终代码是否按计划实现"",""自动化或人工验收是否通过"",""是否已进入发布""]","[""Next-6""]",设计贝塞尔路径、smoothstep 慢快慢、途中抖动、精确终点和 --simple-mouse 回退，强调仅用于可观察性。
SRC-037,windows-release.yml,.github/workflows/windows-release.yml,.github/workflows/windows-release.yml,github_actions,yml,tracked_current,main,f9978ca44835562d21365bc78c6cad8ff91b6c99,2026-07-01T13:57:53+08:00,2026-07-01T13:57:53+08:00,2026-07-01T13:42:42.868Z,,unknown,f0d31699662d0ef3df687807cf4d4dc9326480d71148d46941c5ce27fb6db71c,2231,,,,[],internal,false,fully_read,2026-07-25,true,,high,"[""当前构建、测试、打包与发布自动化步骤""]","[""某次远程运行实际成功"",""历史发布附件当前可下载""]","[""CI"",""release""]",定义 issue-* tag 触发的 Windows GitHub Actions：安装、测试、PyInstaller、安全冒烟、压缩、校验和 Release 创建。
SRC-038,build-windows.bat,build-windows.bat,build-windows.bat,build_script,bat,tracked_current,main,f9978ca44835562d21365bc78c6cad8ff91b6c99,2026-07-01T13:57:53+08:00,2026-07-01T13:57:53+08:00,2026-07-01T13:42:42.873Z,,unknown,0c9097624389b2998531ad8eeba446302c660bab37610466eea68e5a2b8ba63f,1149,,,,[],internal,false,fully_read,2026-07-25,true,,high,"[""当前构建、测试、打包与发布自动化步骤""]","[""某次远程运行实际成功"",""历史发布附件当前可下载""]","[""Windows"",""build"",""smoke""]",定义本地 Windows 构建链：安装依赖、全量 unittest、PyInstaller、安全冒烟、ZIP 和 SHA 查看。
SRC-039,-*- mode: python ; coding: utf-8 -*-,BossOCR.spec,BossOCR.spec,build_script,spec,tracked_current,main,90365ca33321d90ebd1f734bd6bd237ba8cb7c94,2026-07-01T13:57:53+08:00,2026-07-10T00:42:04+08:00,2026-07-07T14:27:42.230Z,,unknown,ed210ec28fdeb2b46f1fd61e8cd7e0537a8e5e27ccaaa6c7567d297ff602870b,1684,,,,[],internal,false,fully_read,2026-07-25,true,,high,"[""当前构建、测试、打包与发布自动化步骤""]","[""某次远程运行实际成功"",""历史发布附件当前可下载""]","[""PyInstaller"",""WindMouse"",""RapidOCR""]",定义 one-dir PyInstaller 收集 RapidOCR、WindMouse PyAutoGUI backend、metadata/许可证和 GUI 自动化依赖。
SRC-040,setup.bat,setup.bat,setup.bat,environment_setup_script,bat,tracked_current,main,6bcc49a8af61af58cca147b1fd8182e086223c93,2026-06-30T21:58:23+08:00,2026-07-01T08:30:27+08:00,2026-07-01T00:52:53.514Z,,unknown,564d256435246b3a29ce225030c0a1afab4f94881cebe8c6facca5595c83d476,1312,,,,[],internal,false,fully_read,2026-07-25,true,,medium,"[""该 environment_setup_script 资料直接记录的项目事实""]","[""未由该资料直接记录的动机、实现或发布事实""]","[""Windows"",""setup""]",已登记来源、定位、读取状态与可证明边界；正式需求抽取时需按主题与相邻材料交叉验证。
SRC-041,start.bat,start.bat,start.bat,run_script,bat,tracked_current,main,3d097695138076809a56b4094f898246cdf34f12,2026-06-30T21:58:23+08:00,2026-06-30T21:58:23+08:00,2026-06-30T15:41:29.558Z,,unknown,b9857872195a8b6d41abaf991931182b1b6ad3f8722fb72e57d82bc7922aa1ce,844,,,,[],internal,false,fully_read,2026-07-25,true,,medium,"[""该 run_script 资料直接记录的项目事实""]","[""未由该资料直接记录的动机、实现或发布事实""]","[""Windows"",""startup""]",已登记来源、定位、读取状态与可证明边界；正式需求抽取时需按主题与相邻材料交叉验证。
SRC-042,requirements.txt,requirements.txt,requirements.txt,dependency_manifest,txt,tracked_current,main,90365ca33321d90ebd1f734bd6bd237ba8cb7c94,2026-06-30T21:58:23+08:00,2026-07-10T00:42:04+08:00,2026-07-07T14:27:40.955Z,,unknown,f52be9773c952be5d70458139fb60a432fb95b3209fe3fb6bcf846d4a79425a9,129,,,,[],internal,false,fully_read,2026-07-25,true,,medium,"[""该版本声明的直接依赖与版本约束""]","[""依赖已成功安装"",""运行时实际加载版本"",""功能验收结果""]","[""dependencies"",""WindMouse""]",已登记来源、定位、读取状态与可证明边界；正式需求抽取时需按主题与相邻材料交叉验证。
SRC-043,Cross-platform RapidOCR dependencies. Use Python 3.10+ (3.11 x64 preferred).,requirements-ocr.txt,requirements-ocr.txt,dependency_manifest,txt,tracked_current,main,6bcc49a8af61af58cca147b1fd8182e086223c93,2026-07-01T08:30:27+08:00,2026-07-01T08:30:27+08:00,2026-07-01T00:52:53.513Z,,unknown,e514962ce682768cf3d755d4a0705ac3026dffb8d24b179e53284ca9d17d9220,123,,,,[],internal,false,fully_read,2026-07-25,true,,medium,"[""该版本声明的直接依赖与版本约束""]","[""依赖已成功安装"",""运行时实际加载版本"",""功能验收结果""]","[""RapidOCR"",""dependencies""]",已登记来源、定位、读取状态与可证明边界；正式需求抽取时需按主题与相邻材料交叉验证。
SRC-044,requirements-build.txt,requirements-build.txt,requirements-build.txt,dependency_manifest,txt,tracked_current,main,f9978ca44835562d21365bc78c6cad8ff91b6c99,2026-07-01T13:57:53+08:00,2026-07-01T13:57:53+08:00,2026-07-01T13:42:42.877Z,,unknown,b5aad196099f7780b84c9cf3037a85bc52282fa65d2ed965cdd7a8be6137dcdb,21,,,,[],internal,false,fully_read,2026-07-25,true,,low,"[""该版本声明的直接依赖与版本约束""]","[""依赖已成功安装"",""运行时实际加载版本"",""功能验收结果""]","[""PyInstaller""]",已登记来源、定位、读取状态与可证明边界；正式需求抽取时需按主题与相邻材料交叉验证。
SRC-045,BossOCR-Windows-x64.sha256.txt,release/BossOCR-Windows-x64.sha256.txt,release/BossOCR-Windows-x64.sha256.txt,release_artifact_manifest,txt,ignored,main,,,,2026-07-12T14:37:55.045Z,,unknown,14d172b40f133e4b1a7f3b39fb897c807063b9b297cf3ac5c14fce0d62b43527,91,,,,[],internal,false,fully_read,2026-07-25,true,,medium,"[""本地校验文件记录的摘要值和目标文件名""]","[""该摘要对应哪一个正式 Release"",""远程附件仍存在且内容一致""]","[""release"",""sha256""]",已登记来源、定位、读取状态与可证明边界；正式需求抽取时需按主题与相邻材料交叉验证。
SRC-046,-*- coding: utf-8 -*-,simple_brush.py,simple_brush.py,source_code,py,tracked_current,main,c36d6e7549e5098a4381861de40b271e718d5f20,2026-06-30T21:58:23+08:00,2026-07-12T22:38:48+08:00,2026-07-12T14:07:11.255Z,,unknown,b592dc22c477cabe4ddc4896169c79469a799278bf19e09983f6e106ccc70029,74339,,,,[],internal,false,partially_read,2026-07-25,true,,medium,"[""当前检出版本实际实现的控制流与数据结构""]","[""原始业务动机"",""历史首次提出时间"",""人工验收结果""]","[""main-loop"",""actions"",""automation""]",已登记来源、定位、读取状态与可证明边界；正式需求抽取时需按主题与相邻材料交叉验证。
SRC-047,mouse_motion.py,mouse_motion.py,mouse_motion.py,source_code,py,tracked_current,main,90365ca33321d90ebd1f734bd6bd237ba8cb7c94,2026-07-10T00:42:04+08:00,2026-07-10T00:42:04+08:00,2026-07-07T16:13:21.206Z,,unknown,2a4e28a6855bdb7d3c524f5e2c064bdcf1b655d670afe7a6b80924caf3ddab80,4130,,,,[],internal,false,partially_read,2026-07-25,true,,medium,"[""当前检出版本实际实现的控制流与数据结构""]","[""原始业务动机"",""历史首次提出时间"",""人工验收结果""]","[""WindMouse"",""bezier""]",已登记来源、定位、读取状态与可证明边界；正式需求抽取时需按主题与相邻材料交叉验证。
SRC-048,ocr_calibration.py,ocr_calibration.py,ocr_calibration.py,source_code,py,tracked_current,main,3a512ed3c65296d92eef55c6355312547a716b27,2026-06-30T23:04:29+08:00,2026-07-01T22:10:34+08:00,2026-07-01T14:09:10.646Z,,unknown,484a041fba90948597b66615691da63b82d942aa3c181a212ade96f6212be551,7505,,,,[],internal,false,partially_read,2026-07-25,true,,medium,"[""当前检出版本实际实现的控制流与数据结构""]","[""原始业务动机"",""历史首次提出时间"",""人工验收结果""]","[""calibration"",""DPI""]",已登记来源、定位、读取状态与可证明边界；正式需求抽取时需按主题与相邻材料交叉验证。
SRC-049,ocr_detector.py,ocr_detector.py,ocr_detector.py,source_code,py,tracked_current,main,55456bbb79a22dd0cd311782f6069e35d7d22f83,2026-06-30T23:04:29+08:00,2026-07-01T13:53:57+08:00,2026-07-01T13:42:42.874Z,,unknown,24de8f57e79b84f86229c0db3c4a799753a7ae6341971096b1c0b37bff40ad40,7353,,,,[],internal,false,partially_read,2026-07-25,true,,medium,"[""当前检出版本实际实现的控制流与数据结构""]","[""原始业务动机"",""历史首次提出时间"",""人工验收结果""]","[""OCR"",""scan"",""confirmation""]",已登记来源、定位、读取状态与可证明边界；正式需求抽取时需按主题与相邻材料交叉验证。
SRC-050,ocr_text.py,ocr_text.py,ocr_text.py,source_code,py,tracked_current,main,5115ede13cae59099a9cf306a18c42b22cf2fa6d,2026-06-30T23:04:29+08:00,2026-07-03T00:35:16+08:00,2026-07-02T16:34:34.920Z,,unknown,c7faed35eb1c0c9a0bc288c186dc9ca8b876919bae12bc5206385878efc24f7d,13428,,,,[],internal,false,partially_read,2026-07-25,true,,medium,"[""当前检出版本实际实现的控制流与数据结构""]","[""原始业务动机"",""历史首次提出时间"",""人工验收结果""]","[""keyword-rule"",""parser"",""matcher""]",已登记来源、定位、读取状态与可证明边界；正式需求抽取时需按主题与相邻材料交叉验证。
SRC-051,ocr_mac_demo.py,ocr_mac_demo.py,ocr_mac_demo.py,source_code,py,tracked_current,main,6bcc49a8af61af58cca147b1fd8182e086223c93,2026-06-30T23:04:29+08:00,2026-07-01T08:30:27+08:00,2026-07-01T00:52:53.511Z,,unknown,62ceaac727778a0626fdd9412a030682c973d3d329db83cb8062e65bbeb9b331,1923,,,,[],internal,false,partially_read,2026-07-25,true,,low,"[""当前检出版本实际实现的控制流与数据结构""]","[""原始业务动机"",""历史首次提出时间"",""人工验收结果""]","[""macOS"",""OCR"",""demo""]",已登记来源、定位、读取状态与可证明边界；正式需求抽取时需按主题与相邻材料交叉验证。
SRC-052,ocr_fixture_demo.py,ocr_fixture_demo.py,ocr_fixture_demo.py,source_code,py,tracked_current,main,012bfc418649f9eed7fbfcd89caa35ba2e13b165,2026-06-30T23:04:29+08:00,2026-06-30T23:04:29+08:00,2026-07-01T00:52:53.511Z,,unknown,47b7776b3e5d7521d31c78ebd8a97fbcb1a1c22e2f26575e4ee4e5db41935d77,2680,,,,[],internal,false,partially_read,2026-07-25,true,,low,"[""当前检出版本实际实现的控制流与数据结构""]","[""原始业务动机"",""历史首次提出时间"",""人工验收结果""]","[""OCR"",""fixture"",""demo""]",已登记来源、定位、读取状态与可证明边界；正式需求抽取时需按主题与相邻材料交叉验证。
SRC-053,calibration_profiles.py,calibration_profiles.py,calibration_profiles.py,source_code,py,tracked_current,main,c3840b8f6fbf50bf1f763c121b80199f2a3a7656,2026-07-10T08:53:17+08:00,2026-07-10T08:53:17+08:00,2026-07-10T00:15:43.835Z,,unknown,c972ccc8401ffdf0914b23b8b27bdb614e110dc5ca4087374a450e2f486a4294,11956,,,,"[""PRD-calibration-template-module.md"",""TID-calibration-template-module.md"",""docs/Issue-calibration-template-module-acceptance-report.md"",""docs/calibration-template-smoke-test.md""]",internal,false,partially_read,2026-07-25,true,,medium,"[""当前检出版本实际实现的控制流与数据结构""]","[""原始业务动机"",""历史首次提出时间"",""人工验收结果""]","[""calibration-profile"",""JSON""]",已登记来源、定位、读取状态与可证明边界；正式需求抽取时需按主题与相邻材料交叉验证。
SRC-054,calibration_steps.py,calibration_steps.py,calibration_steps.py,source_code,py,tracked_current,main,c3840b8f6fbf50bf1f763c121b80199f2a3a7656,2026-07-10T08:53:17+08:00,2026-07-10T08:53:17+08:00,2026-07-10T00:17:35.420Z,,unknown,e67130173e287ad45eb2ecc31f843d0d28a4d74c66477bfbf23cca963e5c10e3,6698,,,,"[""PRD-calibration-template-module.md"",""TID-calibration-template-module.md"",""docs/Issue-calibration-template-module-acceptance-report.md"",""docs/calibration-template-smoke-test.md""]",internal,false,partially_read,2026-07-25,true,,medium,"[""当前检出版本实际实现的控制流与数据结构""]","[""原始业务动机"",""历史首次提出时间"",""人工验收结果""]","[""calibration-profile"",""registry""]",已登记来源、定位、读取状态与可证明边界；正式需求抽取时需按主题与相邻材料交叉验证。
SRC-055,calibration_template.py,calibration_template.py,calibration_template.py,source_code,py,tracked_current,main,c36d6e7549e5098a4381861de40b271e718d5f20,2026-07-10T08:53:17+08:00,2026-07-12T22:38:48+08:00,2026-07-12T14:16:49.788Z,,unknown,619c6e507eecb518a8e3434027505bf52ae92597f19b41bf87ff4dc78d03d5e6,6790,,,,"[""PRD-calibration-template-module.md"",""TID-calibration-template-module.md"",""docs/Issue-calibration-template-module-acceptance-report.md"",""docs/calibration-template-smoke-test.md""]",internal,false,partially_read,2026-07-25,true,,medium,"[""当前检出版本实际实现的控制流与数据结构""]","[""原始业务动机"",""历史首次提出时间"",""人工验收结果""]","[""calibration-profile"",""entrypoint""]",已登记来源、定位、读取状态与可证明边界；正式需求抽取时需按主题与相邻材料交叉验证。
SRC-056,test_calibration_profiles.py,tests/test_calibration_profiles.py,tests/test_calibration_profiles.py,automated_test,py,tracked_current,main,c3840b8f6fbf50bf1f763c121b80199f2a3a7656,2026-07-10T08:53:17+08:00,2026-07-10T08:53:17+08:00,2026-07-10T00:44:54.360Z,,unknown,cef487a69ba4ee30292cfa3ee96e6db3b1e234965f65d1bb0fb2f4833010f212,11761,,,,"[""PRD-calibration-template-module.md"",""TID-calibration-template-module.md"",""docs/Issue-calibration-template-module-acceptance-report.md"",""docs/calibration-template-smoke-test.md""]",internal,false,partially_read,2026-07-25,true,,medium,"[""当前测试保护的行为契约与异常分支""]","[""真实 GUI、浏览器和邮件环境已通过"",""设计动机""]","[""calibration-profile"",""test""]",已登记来源、定位、读取状态与可证明边界；正式需求抽取时需按主题与相邻材料交叉验证。
SRC-057,test_calibration_steps.py,tests/test_calibration_steps.py,tests/test_calibration_steps.py,automated_test,py,tracked_current,main,c3840b8f6fbf50bf1f763c121b80199f2a3a7656,2026-07-10T08:53:17+08:00,2026-07-10T08:53:17+08:00,2026-07-10T00:18:02.097Z,,unknown,0652d46a9debd516cb75fed6e6dbb5de3e92ee0ea31d7ca102a86650c97a5adf,2196,,,,"[""PRD-calibration-template-module.md"",""TID-calibration-template-module.md"",""docs/Issue-calibration-template-module-acceptance-report.md"",""docs/calibration-template-smoke-test.md""]",internal,false,partially_read,2026-07-25,true,,medium,"[""当前测试保护的行为契约与异常分支""]","[""真实 GUI、浏览器和邮件环境已通过"",""设计动机""]","[""calibration-profile"",""test""]",已登记来源、定位、读取状态与可证明边界；正式需求抽取时需按主题与相邻材料交叉验证。
SRC-058,test_calibration_template.py,tests/test_calibration_template.py,tests/test_calibration_template.py,automated_test,py,tracked_current,main,c36d6e7549e5098a4381861de40b271e718d5f20,2026-07-10T08:53:17+08:00,2026-07-12T22:38:48+08:00,2026-07-12T14:17:06.574Z,,unknown,d83eda6a8d04807e475ce15537418d2c97b7496030bd5e0a77ad72deb5c6a49d,6646,,,,"[""PRD-calibration-template-module.md"",""TID-calibration-template-module.md"",""docs/Issue-calibration-template-module-acceptance-report.md"",""docs/calibration-template-smoke-test.md""]",internal,false,partially_read,2026-07-25,true,,medium,"[""当前测试保护的行为契约与异常分支""]","[""真实 GUI、浏览器和邮件环境已通过"",""设计动机""]","[""calibration-profile"",""test""]",已登记来源、定位、读取状态与可证明边界；正式需求抽取时需按主题与相邻材料交叉验证。
SRC-059,test_mouse_motion.py,tests/test_mouse_motion.py,tests/test_mouse_motion.py,automated_test,py,tracked_current,main,90365ca33321d90ebd1f734bd6bd237ba8cb7c94,2026-07-03T22:19:50+08:00,2026-07-10T00:42:04+08:00,2026-07-07T16:25:37.210Z,,unknown,2047ac6dc59344f3fc19416b91ea399268f1fe768f7dcfa7d038717e1fef935b,25178,,,,[],internal,false,partially_read,2026-07-25,true,,medium,"[""当前测试保护的行为契约与异常分支""]","[""真实 GUI、浏览器和邮件环境已通过"",""设计动机""]","[""mouse"",""WindMouse"",""test""]",已登记来源、定位、读取状态与可证明边界；正式需求抽取时需按主题与相邻材料交叉验证。
SRC-060,test_ocr_calibration.py,tests/test_ocr_calibration.py,tests/test_ocr_calibration.py,automated_test,py,tracked_current,main,3a512ed3c65296d92eef55c6355312547a716b27,2026-06-30T23:04:29+08:00,2026-07-01T22:10:34+08:00,2026-07-01T14:09:21.711Z,,unknown,868aec514a14bd90c256ed7684628d58b154a3e8e4ba8fe14c4a71cf2d61ee23,1883,,,,[],internal,false,partially_read,2026-07-25,true,,medium,"[""当前测试保护的行为契约与异常分支""]","[""真实 GUI、浏览器和邮件环境已通过"",""设计动机""]","[""OCR"",""calibration"",""test""]",已登记来源、定位、读取状态与可证明边界；正式需求抽取时需按主题与相邻材料交叉验证。
SRC-061,test_ocr_detector.py,tests/test_ocr_detector.py,tests/test_ocr_detector.py,automated_test,py,tracked_current,main,5115ede13cae59099a9cf306a18c42b22cf2fa6d,2026-06-30T23:04:29+08:00,2026-07-03T00:35:16+08:00,2026-07-02T16:34:34.922Z,,unknown,b9c2d76d6aaf1b4f15d0c0b12030f7680e9df358ee6ef665ea880354d250d12a,9878,,,,[],internal,false,partially_read,2026-07-25,true,,medium,"[""当前测试保护的行为契约与异常分支""]","[""真实 GUI、浏览器和邮件环境已通过"",""设计动机""]","[""OCR"",""detector"",""test""]",已登记来源、定位、读取状态与可证明边界；正式需求抽取时需按主题与相邻材料交叉验证。
SRC-062,test_ocr_text.py,tests/test_ocr_text.py,tests/test_ocr_text.py,automated_test,py,tracked_current,main,5115ede13cae59099a9cf306a18c42b22cf2fa6d,2026-06-30T23:04:29+08:00,2026-07-03T00:35:16+08:00,2026-07-02T16:34:34.921Z,,unknown,aa15ccc0186f50d8d8eca190f74b3ff7f2276450836955a886871cf9c9de927b,12950,,,,[],internal,false,partially_read,2026-07-25,true,,medium,"[""当前测试保护的行为契约与异常分支""]","[""真实 GUI、浏览器和邮件环境已通过"",""设计动机""]","[""keyword-rule"",""test""]",已登记来源、定位、读取状态与可证明边界；正式需求抽取时需按主题与相邻材料交叉验证。
SRC-063,test_simple_brush_ocr.py,tests/test_simple_brush_ocr.py,tests/test_simple_brush_ocr.py,automated_test,py,tracked_current,main,c36d6e7549e5098a4381861de40b271e718d5f20,2026-07-01T08:30:27+08:00,2026-07-12T22:38:48+08:00,2026-07-12T14:07:36.259Z,,unknown,104395b2ad02f3f6114e99db9299e5f0fdad2b504635f09c5486d619f58cda31,132660,,,,[],internal,false,partially_read,2026-07-25,true,,medium,"[""当前测试保护的行为契约与异常分支""]","[""真实 GUI、浏览器和邮件环境已通过"",""设计动机""]","[""main-loop"",""safety"",""test""]",已登记来源、定位、读取状态与可证明边界；正式需求抽取时需按主题与相邻材料交叉验证。
SRC-064,simple_brush.log,logs/simple_brush.log,logs/simple_brush.log,runtime_log,log,ignored,main,,,,2026-07-12T16:09:44.960Z,,unknown,22bec7e669cca4365ba0a9f1d80cf84355bec99e7d62e29905e11f2eb1985b7d,1811793,,,,[],restricted,true,partially_read,2026-07-25,true,,medium,"[""本地运行事件、错误模式与时序的抽象证据""]","[""无上下文情况下的业务因果"",""任何个人身份结论""]","[""runtime"",""diagnostics"",""privacy""]","仅做文件规模和结构性抽查（25,963 行、1,811,793 bytes），未复制候选人、邮箱或简历原文。"
SRC-065,RapidOCR Mac 阶段实施报告,,OCR_MAC_IMPLEMENTATION_REPORT.md,implementation_report,md,tracked_other_branch,origin/feature/rapidocr-mac,012bfc418649f9eed7fbfcd89caa35ba2e13b165,2026-06-30T23:04:29+08:00,2026-06-30T23:04:29+08:00,,2026-06-30,confirmed,feae2b7b558758e1f625d31a181259203d664741bb81fcae6fa61d12c17fb3a2,6655,,,,[],internal,false,fully_read,2026-07-25,true,,high,"[""报告所声称的实现范围、环境、测试结果和未完成边界""]","[""原始业务动机的完整讨论"",""未执行的实机验证结果"",""正式发布状态""]","[""macOS"",""RapidOCR"",""implementation""]",记录 macOS 分支 OCR 核心、13 项 mock 测试与依赖/Retina/真实模型尚未联调的边界。
SRC-066,BOSS 直聘自动刷简历工具,,README.md,readme,md,tracked_other_branch,origin/feature/rapidocr-mac,012bfc418649f9eed7fbfcd89caa35ba2e13b165,2026-06-30T21:58:23+08:00,2026-06-30T21:58:23+08:00,,,unknown,87e87a422191dbd7ccce57e864fc1952517bedb7271abd135cb0874048241c7e,4579,,,,[],internal,false,fully_read,2026-07-25,true,,high,"[""该版本面向用户声明的能力、用法、约束与支持平台""]","[""代码一定符合文档"",""功能首次提出时间"",""远程发布对象状态""]","[""macOS-branch"",""early-Windows"",""clipboard""]",macOS 分支上的早期 Windows 用户说明，仍描述剪贴板全文检测和未接通的 --no-forward，可作为旧行为快照。
SRC-067,Use Python 3.10+ for the Mac OCR development environment.,,requirements-ocr-mac.txt,dependency_manifest,txt,tracked_other_branch,origin/feature/rapidocr-mac,012bfc418649f9eed7fbfcd89caa35ba2e13b165,2026-06-30T23:04:29+08:00,2026-06-30T23:04:29+08:00,,,unknown,f3b963feb8c750d5534a5845159cd236c1ef2a620d0fc5c44f7c2e1bb9ebcb30,98,,,,[],internal,false,fully_read,2026-07-25,true,,low,"[""该版本声明的直接依赖与版本约束""]","[""依赖已成功安装"",""运行时实际加载版本"",""功能验收结果""]","[""macOS"",""RapidOCR"",""dependencies""]",已登记来源、定位、读取状态与可证明边界；正式需求抽取时需按主题与相邻材料交叉验证。
SRC-068,BOSS 直聘自动刷简历工具,,README.md,readme,md,deleted_historical,3d09769,3d097695138076809a56b4094f898246cdf34f12,2026-06-30T21:58:23+08:00,2026-06-30T21:58:23+08:00,,,unknown,87e87a422191dbd7ccce57e864fc1952517bedb7271abd135cb0874048241c7e,4579,,,,[],internal,false,fully_read,2026-07-25,true,,high,"[""该版本面向用户声明的能力、用法、约束与支持平台""]","[""代码一定符合文档"",""功能首次提出时间"",""远程发布对象状态""]","[""initial"",""Windows"",""clipboard"",""fixed-coordinates""]",初始提交 README，证明项目早期依赖 Windows Edge、剪贴板全文、固定坐标、右方向键和每 100 人刷新。
SRC-069,Git tag Boss,,,git_tag,git_ref,tracked_current,Boss,6bcc49a8af61af58cca147b1fd8182e086223c93,2026-07-01T08:30:27+08:00,2026-07-01T08:30:27+08:00,,,unknown,,,,,,[],internal,false,not_applicable,,true,,medium,"[""本地 Git 仓库中该 tag 名称及其指向的 commit""]","[""对应 GitHub Release 是否存在"",""远程 tag 是否仍一致""]","[""tag"",""Boss""]",已登记来源、定位、读取状态与可证明边界；正式需求抽取时需按主题与相邻材料交叉验证。
SRC-070,Git tag v1.0.0,,,git_tag,git_ref,tracked_current,v1.0.0,a69bb5c88b6e2df799263d3986f61963178d4b20,2026-07-01T08:52:53+08:00,2026-07-01T08:52:53+08:00,,,unknown,,,,,,[],internal,false,not_applicable,,true,,medium,"[""本地 Git 仓库中该 tag 名称及其指向的 commit""]","[""对应 GitHub Release 是否存在"",""远程 tag 是否仍一致""]","[""tag"",""v1.0.0""]",已登记来源、定位、读取状态与可证明边界；正式需求抽取时需按主题与相邻材料交叉验证。
SRC-071,Git tag issue-1-v1.0,,,git_tag,git_ref,tracked_current,issue-1-v1.0,f9978ca44835562d21365bc78c6cad8ff91b6c99,2026-07-01T13:57:53+08:00,2026-07-01T13:57:53+08:00,,,unknown,,,,,,[],internal,false,not_applicable,,true,,medium,"[""本地 Git 仓库中该 tag 名称及其指向的 commit""]","[""对应 GitHub Release 是否存在"",""远程 tag 是否仍一致""]","[""tag"",""issue-1-v1.0""]",已登记来源、定位、读取状态与可证明边界；正式需求抽取时需按主题与相邻材料交叉验证。
SRC-072,Git tag windows-stable-v1.0,,,git_tag,git_ref,tracked_current,windows-stable-v1.0,9b8c1f8751c10f913149e060160d68e945d6369a,2026-07-02T22:38:26+08:00,2026-07-02T22:38:26+08:00,,,unknown,,,,,,[],internal,false,not_applicable,,true,,medium,"[""本地 Git 仓库中该 tag 名称及其指向的 commit""]","[""对应 GitHub Release 是否存在"",""远程 tag 是否仍一致""]","[""tag"",""windows-stable-v1.0""]",已登记来源、定位、读取状态与可证明边界；正式需求抽取时需按主题与相邻材料交叉验证。
SRC-073,Git tag windows-stable-v1.1,,,git_tag,git_ref,tracked_current,windows-stable-v1.1,335dcf7017520ecf752f51b6a8a75319d479654d,2026-07-02T23:52:18+08:00,2026-07-02T23:52:18+08:00,,,unknown,,,,,,[],internal,false,not_applicable,,true,,medium,"[""本地 Git 仓库中该 tag 名称及其指向的 commit""]","[""对应 GitHub Release 是否存在"",""远程 tag 是否仍一致""]","[""tag"",""windows-stable-v1.1""]",已登记来源、定位、读取状态与可证明边界；正式需求抽取时需按主题与相邻材料交叉验证。
